id,name,box_art_url
"89290","Rockett's First Dance","https://static-cdn.jtvnw.net/ttv-boxart/Rockett%27s%20First%20Dance-{width}x{height}.jpg"
"89291","Rockett's Adventure Maker","https://static-cdn.jtvnw.net/ttv-boxart/Rockett%27s%20Adventure%20Maker-{width}x{height}.jpg"
"89292","Heroes Chronicles: The World Tree","https://static-cdn.jtvnw.net/ttv-boxart/./Heroes%20Chronicles:%20The%20World%20Tree-{width}x{height}.jpg"
"89293","Check Mate","https://static-cdn.jtvnw.net/ttv-boxart/Check%20Mate-{width}x{height}.jpg"
"89294","Starlight Inception","https://static-cdn.jtvnw.net/ttv-boxart/Starlight%20Inception-{width}x{height}.jpg"
"89295","Rockett's Camp Adventure","https://static-cdn.jtvnw.net/ttv-boxart/Rockett%27s%20Camp%20Adventure-{width}x{height}.jpg"
"89296","Doodle Pool","https://static-cdn.jtvnw.net/ttv-boxart/Doodle%20Pool-{width}x{height}.jpg"
"89297","Danganronpa 2: Goodbye Despair","https://static-cdn.jtvnw.net/ttv-boxart/./Danganronpa%202:%20Goodbye%20Despair-{width}x{height}.jpg"
"89298","Makeruna! Makendou 2","https://static-cdn.jtvnw.net/ttv-boxart/Makeruna%21%20Makendou%202-{width}x{height}.jpg"
"89636","Dinomaster Party","https://static-cdn.jtvnw.net/ttv-boxart/Dinomaster%20Party-{width}x{height}.jpg"
"89637","Landmaker","https://static-cdn.jtvnw.net/ttv-boxart/Landmaker-{width}x{height}.jpg"
"89638","Louvre: The Final Curse","https://static-cdn.jtvnw.net/ttv-boxart/./Louvre:%20The%20Final%20Curse-{width}x{height}.jpg"
"89639","Overboard","https://static-cdn.jtvnw.net/ttv-boxart/Overboard-{width}x{height}.jpg"
"89640","Rock & Roll Racing 2","https://static-cdn.jtvnw.net/ttv-boxart/Rock%20&%20Roll%20Racing%202-{width}x{height}.jpg"
"89641","Shrek Treasure Hunt","https://static-cdn.jtvnw.net/ttv-boxart/Shrek%20Treasure%20Hunt-{width}x{height}.jpg"
"89642","Superstar Dance Club","https://static-cdn.jtvnw.net/ttv-boxart/Superstar%20Dance%20Club-{width}x{height}.jpg"
"89643","Crazy Golf: World Tour","https://static-cdn.jtvnw.net/ttv-boxart/./Crazy%20Golf:%20World%20Tour-{width}x{height}.jpg"
"89644","Dirt Track Devils","https://static-cdn.jtvnw.net/ttv-boxart/Dirt%20Track%20Devils-{width}x{height}.jpg"
"89645","Disney Move","https://static-cdn.jtvnw.net/ttv-boxart/Disney%20Move-{width}x{height}.jpg"
"89646","Sengoku Hime 3","https://static-cdn.jtvnw.net/ttv-boxart/Sengoku%20Hime%203-{width}x{height}.jpg"
"89647","GT Racers","https://static-cdn.jtvnw.net/ttv-boxart/GT%20Racers-{width}x{height}.jpg"
"89648","Little Britain: The Video Game","https://static-cdn.jtvnw.net/ttv-boxart/./Little%20Britain:%20The%20Video%20Game-{width}x{height}.jpg"
"89649","London Racer II","https://static-cdn.jtvnw.net/ttv-boxart/London%20Racer%20II-{width}x{height}.jpg"
"89650","Kuros","https://static-cdn.jtvnw.net/ttv-boxart/Kuros-{width}x{height}.jpg"
"89651","Fighting Fury","https://static-cdn.jtvnw.net/ttv-boxart/Fighting%20Fury-{width}x{height}.jpg"
"89652","Top Trumps: Dogs & Dinosaurs","https://static-cdn.jtvnw.net/ttv-boxart/./Top%20Trumps:%20Dogs%20&%20Dinosaurs-{width}x{height}.jpg"
"89653","Dance Dance Revolution Hottest Party 3","https://static-cdn.jtvnw.net/ttv-boxart/Dance%20Dance%20Revolution%20Hottest%20Party%203-{width}x{height}.jpg"
"89654","The History Channel - Great Battles of Rome","https://static-cdn.jtvnw.net/ttv-boxart/The%20History%20Channel%20-%20Great%20Battles%20of%20Rome-{width}x{height}.jpg"
"89655","The Flower Shop: Summer in Fairbrook","https://static-cdn.jtvnw.net/ttv-boxart/./The%20Flower%20Shop:%20Summer%20in%20Fairbrook-{width}x{height}.jpg"
"89656","The Flower Shop: WInter in Fairbrook","https://static-cdn.jtvnw.net/ttv-boxart/./The%20Flower%20Shop:%20WInter%20in%20Fairbrook-{width}x{height}.jpg"
"89657","Zenduko","https://static-cdn.jtvnw.net/ttv-boxart/Zenduko-{width}x{height}.jpg"
"89658","Manhunter","https://static-cdn.jtvnw.net/ttv-boxart/Manhunter-{width}x{height}.jpg"
"89659","Dungeon Gate","https://static-cdn.jtvnw.net/ttv-boxart/Dungeon%20Gate-{width}x{height}.jpg"
"89660","Mindseeker","https://static-cdn.jtvnw.net/ttv-boxart/Mindseeker-{width}x{height}.jpg"
"89661","Super Bikkuriman: Densetsu no Sekiban","https://static-cdn.jtvnw.net/ttv-boxart/./Super%20Bikkuriman:%20Densetsu%20no%20Sekiban-{width}x{height}.jpg"
"89662","Super Bikkuriman","https://static-cdn.jtvnw.net/ttv-boxart/Super%20Bikkuriman-{width}x{height}.jpg"
"89663","Prime Minister's Questions: The Game","https://static-cdn.jtvnw.net/ttv-boxart/./Prime%20Minister%27s%20Questions:%20The%20Game-{width}x{height}.jpg"
"89664","Epoch Wars","https://static-cdn.jtvnw.net/ttv-boxart/Epoch%20Wars-{width}x{height}.jpg"
"89665","Dark Shadows - Army of Evil","https://static-cdn.jtvnw.net/ttv-boxart/Dark%20Shadows%20-%20Army%20of%20Evil-{width}x{height}.jpg"
"89666","Sniper The Manhunter","https://static-cdn.jtvnw.net/ttv-boxart/Sniper%20The%20Manhunter-{width}x{height}.jpg"
"89667","Keiba Simulation: Honmei","https://static-cdn.jtvnw.net/ttv-boxart/./Keiba%20Simulation:%20Honmei-{width}x{height}.jpg"
"89668","The Last Dance","https://static-cdn.jtvnw.net/ttv-boxart/The%20Last%20Dance-{width}x{height}.jpg"
"89991","Videogames! The Videogame Trivia Videogame","https://static-cdn.jtvnw.net/ttv-boxart/Videogames%21%20The%20Videogame%20Trivia%20Videogame-{width}x{height}.jpg"
"89992","Teleglitch","https://static-cdn.jtvnw.net/ttv-boxart/Teleglitch-{width}x{height}.jpg"
"89993","Mutant Fighter","https://static-cdn.jtvnw.net/ttv-boxart/Mutant%20Fighter-{width}x{height}.jpg"
"89994","RENATIONS","https://static-cdn.jtvnw.net/ttv-boxart/RENATIONS-{width}x{height}.jpg"
"89995","Ultraman: Hikari no Kuni no Shinja","https://static-cdn.jtvnw.net/ttv-boxart/./Ultraman:%20Hikari%20no%20Kuni%20no%20Shinja-{width}x{height}.jpg"
"89996","Taiketsu! Ultra Hero","https://static-cdn.jtvnw.net/ttv-boxart/Taiketsu%21%20Ultra%20Hero-{width}x{height}.jpg"
"89997","Ultraman Ball","https://static-cdn.jtvnw.net/ttv-boxart/Ultraman%20Ball-{width}x{height}.jpg"
"89998","Ultraman Fighting Evolution 0","https://static-cdn.jtvnw.net/ttv-boxart/Ultraman%20Fighting%20Evolution%200-{width}x{height}.jpg"
"89999","MaXXed Out Racing","https://static-cdn.jtvnw.net/ttv-boxart/MaXXed%20Out%20Racing-{width}x{height}.jpg"
"90000","Tribal Wars","https://static-cdn.jtvnw.net/ttv-boxart/Tribal%20Wars-{width}x{height}.jpg"
"90001","Ultraman: The Ultimate Fighting","https://static-cdn.jtvnw.net/ttv-boxart/./Ultraman:%20The%20Ultimate%20Fighting-{width}x{height}.jpg"
"90002","Soudentou no Mimei","https://static-cdn.jtvnw.net/ttv-boxart/Soudentou%20no%20Mimei-{width}x{height}.jpg"
"90003","Virtual Puppet Reika","https://static-cdn.jtvnw.net/ttv-boxart/Virtual%20Puppet%20Reika-{width}x{height}.jpg"
"90004","Sonic Jump","https://static-cdn.jtvnw.net/ttv-boxart/Sonic%20Jump-{width}x{height}.jpg"
"90005","Agent 079","https://static-cdn.jtvnw.net/ttv-boxart/Agent%20079-{width}x{height}.jpg"
"90006","QuadSmash","https://static-cdn.jtvnw.net/ttv-boxart/QuadSmash-{width}x{height}.jpg"
"90007","Spaceteam","https://static-cdn.jtvnw.net/ttv-boxart/Spaceteam-{width}x{height}.jpg"
"90008","Wings of Destiny","https://static-cdn.jtvnw.net/ttv-boxart/Wings%20of%20Destiny-{width}x{height}.jpg"
"90327","Sorcery Saga: Curse of the Great Curry God","https://static-cdn.jtvnw.net/ttv-boxart/./Sorcery%20Saga:%20Curse%20of%20the%20Great%20Curry%20God-{width}x{height}.jpg"
"90328","Conquest of Elysium 3","https://static-cdn.jtvnw.net/ttv-boxart/Conquest%20of%20Elysium%203-{width}x{height}.jpg"
"90329","Vehicle Cavalier","https://static-cdn.jtvnw.net/ttv-boxart/Vehicle%20Cavalier-{width}x{height}.jpg"
"90330","Art Camion Sugorokuden","https://static-cdn.jtvnw.net/ttv-boxart/Art%20Camion%20Sugorokuden-{width}x{height}.jpg"
"90331","Fester Mudd: Curse of the Gold","https://static-cdn.jtvnw.net/ttv-boxart/./Fester%20Mudd:%20Curse%20of%20the%20Gold-{width}x{height}.jpg"
"90332","Winning Shot","https://static-cdn.jtvnw.net/ttv-boxart/Winning%20Shot-{width}x{height}.jpg"
"90333","Out Live","https://static-cdn.jtvnw.net/ttv-boxart/Out%20Live-{width}x{height}.jpg"
"90334","F-1 Pilot","https://static-cdn.jtvnw.net/ttv-boxart/F-1%20Pilot-{width}x{height}.jpg"
"90335","JoJo's Bizarre Adventure: Phantom Blood","https://static-cdn.jtvnw.net/ttv-boxart/./JoJo%27s%20Bizarre%20Adventure:%20Phantom%20Blood-{width}x{height}.jpg"
"90336","Space Adventure Cobra: Kuroryuuou no Densetsu","https://static-cdn.jtvnw.net/ttv-boxart/./Space%20Adventure%20Cobra:%20Kuroryuuou%20no%20Densetsu-{width}x{height}.jpg"
"90337","Kyuukyoku Tiger","https://static-cdn.jtvnw.net/ttv-boxart/Kyuukyoku%20Tiger-{width}x{height}.jpg"
"90694","Maharaja","https://static-cdn.jtvnw.net/ttv-boxart/Maharaja-{width}x{height}.jpg"
"90695","They Breathe","https://static-cdn.jtvnw.net/ttv-boxart/They%20Breathe-{width}x{height}.jpg"
"90696","Yume wo Kanaeru Zou","https://static-cdn.jtvnw.net/ttv-boxart/Yume%20wo%20Kanaeru%20Zou-{width}x{height}.jpg"
"90697","Ray's the Dead","https://static-cdn.jtvnw.net/ttv-boxart/Ray%27s%20the%20Dead-{width}x{height}.jpg"
"90698","Gunslinger Stratos","https://static-cdn.jtvnw.net/ttv-boxart/Gunslinger%20Stratos-{width}x{height}.jpg"
"90699","Route-16","https://static-cdn.jtvnw.net/ttv-boxart/Route-16-{width}x{height}.jpg"
"90700","Tokyo Crash Mobs","https://static-cdn.jtvnw.net/ttv-boxart/Tokyo%20Crash%20Mobs-{width}x{height}.jpg"
"90701","Eador: Genesis","https://static-cdn.jtvnw.net/ttv-boxart/./Eador:%20Genesis-{width}x{height}.jpg"
"90702","Eador: Masters of the Broken World","https://static-cdn.jtvnw.net/ttv-boxart/./Eador:%20Masters%20of%20the%20Broken%20World-{width}x{height}.jpg"
"90703","One Piece: Pirate Warriors 2","https://static-cdn.jtvnw.net/ttv-boxart/./One%20Piece:%20Pirate%20Warriors%202-{width}x{height}.jpg"
"90704","Parashoot Stan","https://static-cdn.jtvnw.net/ttv-boxart/Parashoot%20Stan-{width}x{height}.jpg"
"91033","Kabushiki Doujou: The Stock Speculation","https://static-cdn.jtvnw.net/ttv-boxart/./Kabushiki%20Doujou:%20The%20Stock%20Speculation-{width}x{height}.jpg"
"91034","Monaco GP","https://static-cdn.jtvnw.net/ttv-boxart/Monaco%20GP-{width}x{height}.jpg"
"91035","Meitantei Holmes: M-Kara no Chousenjou","https://static-cdn.jtvnw.net/ttv-boxart/./Meitantei%20Holmes:%20M-Kara%20no%20Chousenjou-{width}x{height}.jpg"
"91036","Big Challenge! Go! Go! Bowling","https://static-cdn.jtvnw.net/ttv-boxart/Big%20Challenge%21%20Go%21%20Go%21%20Bowling-{width}x{height}.jpg"
"91037","Kaettekita! Gunjin Shogi: Nanya Sore!?","https://static-cdn.jtvnw.net/ttv-boxart/./Kaettekita%21%20Gunjin%20Shogi:%20Nanya%20Sore%21%3F-{width}x{height}.jpg"
"91038","Hokuto no Ken: Violence Gekiga Adventure","https://static-cdn.jtvnw.net/ttv-boxart/./Hokuto%20no%20Ken:%20Violence%20Gekiga%20Adventure-{width}x{height}.jpg"
"91039","Elminage Ibun: Ame no Mihashira","https://static-cdn.jtvnw.net/ttv-boxart/./Elminage%20Ibun:%20Ame%20no%20Mihashira-{width}x{height}.jpg"
"91408","Distance","https://static-cdn.jtvnw.net/ttv-boxart/Distance-{width}x{height}.jpg"
"91409","Typingmania 5 Odyssey","https://static-cdn.jtvnw.net/ttv-boxart/Typingmania%205%20Odyssey-{width}x{height}.jpg"
"91410","Typing Ougi: Hokuto no Ken Gekiuchi","https://static-cdn.jtvnw.net/ttv-boxart/./Typing%20Ougi:%20Hokuto%20no%20Ken%20Gekiuchi-{width}x{height}.jpg"
"91411","Vectorgeddon","https://static-cdn.jtvnw.net/ttv-boxart/Vectorgeddon-{width}x{height}.jpg"
"91412","GanGan GanChan","https://static-cdn.jtvnw.net/ttv-boxart/GanGan%20GanChan-{width}x{height}.jpg"
"91413","Fuel Overdose","https://static-cdn.jtvnw.net/ttv-boxart/Fuel%20Overdose-{width}x{height}.jpg"
"91414","GranAge Online","https://static-cdn.jtvnw.net/ttv-boxart/GranAge%20Online-{width}x{height}.jpg"
"91415","Typing Haou: Hokuto no Ken Gekiuchi 2","https://static-cdn.jtvnw.net/ttv-boxart/./Typing%20Haou:%20Hokuto%20no%20Ken%20Gekiuchi%202-{width}x{height}.jpg"
"91416","Typing Shuugyou: Hokuto no Ken Gekiuchi Zero","https://static-cdn.jtvnw.net/ttv-boxart/./Typing%20Shuugyou:%20Hokuto%20no%20Ken%20Gekiuchi%20Zero-{width}x{height}.jpg"
"91417","Fibrillation","https://static-cdn.jtvnw.net/ttv-boxart/Fibrillation-{width}x{height}.jpg"
"91418","Minigore 2","https://static-cdn.jtvnw.net/ttv-boxart/Minigore%202-{width}x{height}.jpg"
"91419","Metal Gear Solid V: The Phantom Pain","https://static-cdn.jtvnw.net/ttv-boxart/./Metal%20Gear%20Solid%20V:%20The%20Phantom%20Pain-{width}x{height}.jpg"
"91420","A7Xpg","https://static-cdn.jtvnw.net/ttv-boxart/A7Xpg-{width}x{height}.jpg"
"91421","SD Gundam World: Gachapon Senshi 2 - Capsule Senki","https://static-cdn.jtvnw.net/ttv-boxart/./SD%20Gundam%20World:%20Gachapon%20Senshi%202%20-%20Capsule%20Senki-{width}x{height}.jpg"
"91422","Under the Ocean","https://static-cdn.jtvnw.net/ttv-boxart/Under%20the%20Ocean-{width}x{height}.jpg"
"91423","Dark Souls II","https://static-cdn.jtvnw.net/ttv-boxart/Dark%20Souls%20II-{width}x{height}.jpg"
"91831","Dangon Ronpa","https://static-cdn.jtvnw.net/ttv-boxart/Dangon%20Ronpa-{width}x{height}.jpg"
"91832","Computer Othello","https://static-cdn.jtvnw.net/ttv-boxart/Computer%20Othello-{width}x{height}.jpg"
"91833","Street Fighter X Mega Man","https://static-cdn.jtvnw.net/ttv-boxart/Street%20Fighter%20X%20Mega%20Man-{width}x{height}.jpg"
"91834","Genetos","https://static-cdn.jtvnw.net/ttv-boxart/Genetos-{width}x{height}.jpg"
"91835","Battlepaths","https://static-cdn.jtvnw.net/ttv-boxart/Battlepaths-{width}x{height}.jpg"
"92549","Legend of Myra","https://static-cdn.jtvnw.net/ttv-boxart/Legend%20of%20Myra-{width}x{height}.jpg"
"92550","The Fool and his Money","https://static-cdn.jtvnw.net/ttv-boxart/The%20Fool%20and%20his%20Money-{width}x{height}.jpg"
"92551","The Walking Dead: Assault","https://static-cdn.jtvnw.net/ttv-boxart/./The%20Walking%20Dead:%20Assault-{width}x{height}.jpg"
"92552","Super Monkey Ball: Ticket Blitz","https://static-cdn.jtvnw.net/ttv-boxart/./Super%20Monkey%20Ball:%20Ticket%20Blitz-{width}x{height}.jpg"
"92553","Hyakuretsuken: Hokuto no Ken Gekiuchi 3","https://static-cdn.jtvnw.net/ttv-boxart/./Hyakuretsuken:%20Hokuto%20no%20Ken%20Gekiuchi%203-{width}x{height}.jpg"
"92554","Jissen Pachi-Slot Hisshouhou! Hokuto no Ken","https://static-cdn.jtvnw.net/ttv-boxart/Jissen%20Pachi-Slot%20Hisshouhou%21%20Hokuto%20no%20Ken-{width}x{height}.jpg"
"92555","Track Meet","https://static-cdn.jtvnw.net/ttv-boxart/Track%20Meet-{width}x{height}.jpg"
"92556","Jissen Pachi-Slot Hisshouhou! Hokuto no Ken Plus","https://static-cdn.jtvnw.net/ttv-boxart/Jissen%20Pachi-Slot%20Hisshouhou%21%20Hokuto%20no%20Ken%20Plus-{width}x{height}.jpg"
"92557","Jissen Pachi-Slot Hisshouhou! Hokuto no Ken Portable","https://static-cdn.jtvnw.net/ttv-boxart/Jissen%20Pachi-Slot%20Hisshouhou%21%20Hokuto%20no%20Ken%20Portable-{width}x{height}.jpg"
"92558","Jissen Pachi-Slot Hisshouhou! Hokuto no Ken DS","https://static-cdn.jtvnw.net/ttv-boxart/Jissen%20Pachi-Slot%20Hisshouhou%21%20Hokuto%20no%20Ken%20DS-{width}x{height}.jpg"
"92559","Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE","https://static-cdn.jtvnw.net/ttv-boxart/Jissen%20Pachi-Slot%20Hisshouhou%21%20Hokuto%20no%20Ken%20SE-{width}x{height}.jpg"
"92560","Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE Portable","https://static-cdn.jtvnw.net/ttv-boxart/Jissen%20Pachi-Slot%20Hisshouhou%21%20Hokuto%20no%20Ken%20SE%20Portable-{width}x{height}.jpg"
"92561","Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2 Ransei Haou Den Tenha No Shou","https://static-cdn.jtvnw.net/ttv-boxart/Jissen%20Pachi-Slot%20Hisshouhou%21%20Hokuto%20no%20Ken%202%20Ransei%20Haou%20Den%20Tenha%20No%20Shou-{width}x{height}.jpg"
"92562","Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE DS","https://static-cdn.jtvnw.net/ttv-boxart/Jissen%20Pachi-Slot%20Hisshouhou%21%20Hokuto%20no%20Ken%20SE%20DS-{width}x{height}.jpg"
"92564","Hotel Mogul","https://static-cdn.jtvnw.net/ttv-boxart/Hotel%20Mogul-{width}x{height}.jpg"
"92565","The Wavy Tube Man Chronicles","https://static-cdn.jtvnw.net/ttv-boxart/The%20Wavy%20Tube%20Man%20Chronicles-{width}x{height}.jpg"
"92566","Yu-Gi-Oh! 5D's Decade Duels Plus","https://static-cdn.jtvnw.net/ttv-boxart/Yu-Gi-Oh%21%205D%27s%20Decade%20Duels%20Plus-{width}x{height}.jpg"
"92567","WWE With Authority!","https://static-cdn.jtvnw.net/ttv-boxart/WWE%20With%20Authority%21-{width}x{height}.jpg"
"92923","Transformice","https://static-cdn.jtvnw.net/ttv-boxart/Transformice-{width}x{height}.jpg"
"92924","Aabs Animals","https://static-cdn.jtvnw.net/ttv-boxart/Aabs%20Animals-{width}x{height}.jpg"
"92925","Fist of the North Star: 10 Big Brawls for the King of Universe","https://static-cdn.jtvnw.net/ttv-boxart/./Fist%20of%20the%20North%20Star:%2010%20Big%20Brawls%20for%20the%20King%20of%20Universe-{width}x{height}.jpg"
"92926","AirBuccaneers","https://static-cdn.jtvnw.net/ttv-boxart/AirBuccaneers-{width}x{height}.jpg"
"92927","Dark Matter","https://static-cdn.jtvnw.net/ttv-boxart/Dark%20Matter-{width}x{height}.jpg"
"92928","Rymdkapsel","https://static-cdn.jtvnw.net/ttv-boxart/Rymdkapsel-{width}x{height}.jpg"
"92929","Web Koihime Musou","https://static-cdn.jtvnw.net/ttv-boxart/Web%20Koihime%20Musou-{width}x{height}.jpg"
"92930","Goodbye Deponia","https://static-cdn.jtvnw.net/ttv-boxart/Goodbye%20Deponia-{width}x{height}.jpg"
"92931","King Kong 2: Yomigaeru Densetsu","https://static-cdn.jtvnw.net/ttv-boxart/./King%20Kong%202:%20Yomigaeru%20Densetsu-{width}x{height}.jpg"
"92932","Hong Kong 97","https://static-cdn.jtvnw.net/ttv-boxart/Hong%20Kong%2097-{width}x{height}.jpg"
"92933","Super Robot Wars UX","https://static-cdn.jtvnw.net/ttv-boxart/Super%20Robot%20Wars%20UX-{width}x{height}.jpg"
"93290","Hokuto no Ken Online","https://static-cdn.jtvnw.net/ttv-boxart/Hokuto%20no%20Ken%20Online-{width}x{height}.jpg"
"93291","Punch Mania Hokuto no Ken 2: Gekitou Shura no Kuni Hen","https://static-cdn.jtvnw.net/ttv-boxart/./Punch%20Mania%20Hokuto%20no%20Ken%202:%20Gekitou%20Shura%20no%20Kuni%20Hen-{width}x{height}.jpg"
"93292","escapeVektor","https://static-cdn.jtvnw.net/ttv-boxart/escapeVektor-{width}x{height}.jpg"
"93293","Toriko: Gourmet Survival 2","https://static-cdn.jtvnw.net/ttv-boxart/./Toriko:%20Gourmet%20Survival%202-{width}x{height}.jpg"
"93294","Toriko: Gourmet Monsters!","https://static-cdn.jtvnw.net/ttv-boxart/./Toriko:%20Gourmet%20Monsters%21-{width}x{height}.jpg"
"93295","Dragon Saga","https://static-cdn.jtvnw.net/ttv-boxart/Dragon%20Saga-{width}x{height}.jpg"
"93296","Diamond no Kuni no Alice","https://static-cdn.jtvnw.net/ttv-boxart/Diamond%20no%20Kuni%20no%20Alice-{width}x{height}.jpg"
"93297","Glass Heart Princess","https://static-cdn.jtvnw.net/ttv-boxart/Glass%20Heart%20Princess-{width}x{height}.jpg"
"93298","Solomon's Ring","https://static-cdn.jtvnw.net/ttv-boxart/Solomon%27s%20Ring-{width}x{height}.jpg"
"93299","L.G.S. ~Shinsetsu Houshin Engi~","https://static-cdn.jtvnw.net/ttv-boxart/L.G.S.%20~Shinsetsu%20Houshin%20Engi~-{width}x{height}.jpg"
"93300","Isshoni Gohan Portable","https://static-cdn.jtvnw.net/ttv-boxart/Isshoni%20Gohan%20Portable-{width}x{height}.jpg"
"93301","J-Stars Victory Vs","https://static-cdn.jtvnw.net/ttv-boxart/J-Stars%20Victory%20Vs-{width}x{height}.jpg"
"93302","Tasogaretoki ~Kaidan Romance~","https://static-cdn.jtvnw.net/ttv-boxart/Tasogaretoki%20~Kaidan%20Romance~-{width}x{height}.jpg"
"93303","Vitamin Z Graduation","https://static-cdn.jtvnw.net/ttv-boxart/Vitamin%20Z%20Graduation-{width}x{height}.jpg"
"93304","Desert Kingdom Portable","https://static-cdn.jtvnw.net/ttv-boxart/Desert%20Kingdom%20Portable-{width}x{height}.jpg"
"93305","Alex Builds His Farm","https://static-cdn.jtvnw.net/ttv-boxart/Alex%20Builds%20His%20Farm-{width}x{height}.jpg"
"93306","Monster Burner","https://static-cdn.jtvnw.net/ttv-boxart/Monster%20Burner-{width}x{height}.jpg"
"93307","Speed Devils Online Racing","https://static-cdn.jtvnw.net/ttv-boxart/Speed%20Devils%20Online%20Racing-{width}x{height}.jpg"
"93308","My Healthy Cooking Coach","https://static-cdn.jtvnw.net/ttv-boxart/My%20Healthy%20Cooking%20Coach-{width}x{height}.jpg"
"93309","Human Tanks, Charge! War of the Human Tanks","https://static-cdn.jtvnw.net/ttv-boxart/Human%20Tanks,%20Charge%21%20War%20of%20the%20Human%20Tanks-{width}x{height}.jpg"
"93310","War of Sonria","https://static-cdn.jtvnw.net/ttv-boxart/War%20of%20Sonria-{width}x{height}.jpg"
"93311","Shadows on the Vatican - Act 1: Greed","https://static-cdn.jtvnw.net/ttv-boxart/./Shadows%20on%20the%20Vatican%20-%20Act%201:%20Greed-{width}x{height}.jpg"
"93312","Bleed","https://static-cdn.jtvnw.net/ttv-boxart/Bleed-{width}x{height}.jpg"
"93313","Age of Wulin","https://static-cdn.jtvnw.net/ttv-boxart/Age%20of%20Wulin-{width}x{height}.jpg"
"93314","Cabal 2","https://static-cdn.jtvnw.net/ttv-boxart/Cabal%202-{width}x{height}.jpg"
"94069","Dragon Crossroads","https://static-cdn.jtvnw.net/ttv-boxart/Dragon%20Crossroads-{width}x{height}.jpg"
"94070","Tales of Another Galaxy","https://static-cdn.jtvnw.net/ttv-boxart/Tales%20of%20Another%20Galaxy-{width}x{height}.jpg"
"94071","Paper Monsters","https://static-cdn.jtvnw.net/ttv-boxart/Paper%20Monsters-{width}x{height}.jpg"
